input_text	target_text	Flag
C++ Software	C++ Programming Language	Hard skill
C++ Software Development	C++ Programming Language	Hard skill
C++ Stl	C++ Programming Language	Hard skill
C++ Vba	C++ Programming Language	Hard skill
C++ Visual Studio	C++ Programming Language	Hard skill
C++ Visual Studios	C++ Programming Language	Hard skill
C+++	C++ Programming Language	Hard skill
C++0X	C++ Programming Language	Hard skill
C++11	C++ Programming Language	Hard skill
C++14	C++ Programming Language	Hard skill
C++17	C++ Programming Language	Hard skill
C++98	C++ Programming Language	Hard skill
C++Builder	C++ Programming Language	Hard skill
Coding C++	C++ Programming Language	Hard skill
Coding In C++	C++ Programming Language	Hard skill
Coding With C++	C++ Programming Language	Hard skill
Computer Language C++	C++ Programming Language	Hard skill
Development C C + +	C++ Programming Language	Hard skill
C + +	C++ Programming Languuage	Hard skill
C ++	C++ Programming Languuage	Hard skill
Cisco Cli	C++ Programming Languuage/Cli	Hard skill
Cli	C++ Programming Languuage/Cli	Hard skill
Cli Tools	C++ Programming Languuage/Cli	Hard skill
Ca Application Performance Management	Ca Application Performance Management	Hard skill
Ca Arcserve Backup	Ca Arcserve (Backup Software)	Hard skill
Ca Arcserve Backup Software	Ca Arcserve (Backup Software)	Hard skill
Ca Arcserve Buckup	Ca Arcserve (Backup Software)	Hard skill
Ca Arcserve D2D	Ca Arcserve (Backup Software)	Hard skill
Ca Arcserve Central Application	Ca Arcserve (Backup Software)	Hard skill
Ca Arcserve Replication And High Availibity	Ca Arcserve (Backup Software)	Hard skill
Ca Clarity	Ca Clarity	Hard skill
Ca Devtest	Ca Devtest	Hard skill
Devtest	Ca Devtest	Hard skill
Ca Drm	Ca Drm	Hard skill
Ca Gen	Ca Gen	Hard skill
Ca Key Management	Ca Key Management Server ( Kms )	Hard skill
Ca Licensed Se No S	Not A Skill	Hard skill
Ca Service Virtualization	Ca Service Virtualization	Hard skill
Ca Siteminder Including Sso	Ca Siteminder	Hard skill
Ca Software Change Management	Ca Software Change Management	Hard skill
Ca Spectrum	Ca Spectrum	Hard skill
Ca Api Management	Ca-7	Hard skill
Ca Apm	Ca-7	Hard skill
Ca Identity Manager	Ca-7	Hard skill
Ca Lisa	Ca-7	Hard skill
Ca Service Desk Manager	Ca-7	Hard skill
Ca Telon	Ca-7	Hard skill
Ca Test Data Manager	Ca-7	Hard skill
Ca Unicenter	Ca-7	Hard skill
Ca Wily Introscope	Ca-7	Hard skill
Ca Workload Automation Ae	Ca-7	Hard skill
Ca7	Ca-7	Hard skill
Ca Licensed Pe No C	Not A Skill	Hard skill
Ca Browser Forum	Not A Skill	Hard skill
Ca Eztest	Not A Skill	Hard skill
Cable Installation	Not A Skill	Hard skill
Cable Installations	Not A Skill	Hard skill
Cable Laying	Not A Skill	Hard skill
Cable Layout	Not A Skill	Hard skill
Cable Making	Not A Skill	Hard skill
Cable Management	Not A Skill	Hard skill
Cable Networks	Not A Skill	Hard skill
Cable Routing	Not A Skill	Hard skill
Cable Sizing	Not A Skill	Hard skill
Cable Splicing	Not A Skill	Hard skill
Cable Television	Not A Skill	Hard skill
Cable Termination	Not A Skill	Hard skill
Cmts	Not A Skill	Hard skill
Dimensionnement	Not A Skill	Hard skill
Cable Tray	Not A Skill	Hard skill
Cache Light	Not A Skill	Hard skill
Cachefs	Not A Skill	Hard skill
Administrer Cacti	Cacti	Hard skill
Cacti	Cacti	Hard skill
Cactus	Not A Skill	Hard skill
Cad Standards	Cad	Hard skill
Cad Systems	Cad	Hard skill
Cad Tools	Cad	Hard skill
Cad Vision	Cad	Hard skill
Cadastre	Cad	Hard skill
Cadastre Et Registre Foncier	Cad	Hard skill
Cadd	Cad	Hard skill
Caddie	Cad	Hard skill
Cadds 5	Cad	Hard skill
Cads	Cad	Hard skill
Cad Cae	Cad	Hard skill
Cad Data Exchange	Cad	Hard skill
Design Cad	Cad	Hard skill
Cad Design	Cad	Hard skill
Cad Design 3D And 2D	Cad	Hard skill
Cad Designer	Cad	Hard skill
Cad Designing	Cad	Hard skill
Cad Development	Cad	Hard skill
Cad Drafting	Cad Drafting	Hard skill
3+ Years In Cad Drafting Experience Autocad	Cad Drafting And Autocad	Hard skill
4+ Years In Cad Drafting Experience Autocad	Cad Drafting And Autocad	Hard skill
Cad Drawing	Cad Drawing	Hard skill
Cad Drawings	Cad Drawing	Hard skill
Cad Experience Onshape	Cad	Hard skill
Cad Illustration	Cad	Hard skill
3D Cad Modeling	Cad	Hard skill
Cad Modeling	Cad	Hard skill
Cad Modelling	Cad	Hard skill
Cad Programs	Cad	Hard skill
3D Cad Modeling Software	Cad	Hard skill
Cad Software	Cad	Hard skill
Cad Software Skills	Cad	Hard skill
Cad Software Proficiency	Cad	Hard skill
Cad Software Solidwork	Cad	Hard skill
Cad Software Solidworks	Cad	Hard skill
Cad Solidworks	Cad	Hard skill
Cad Solidworks Solidworks Simulation	Cad	Hard skill
Cad Software Solidworks And Autocad	Cad	Hard skill
Cad Softwares	Cad	Hard skill
2O2O Cad Cam	Cad/Cam	Hard skill
Cad Cam	Cad/Cam	Hard skill
Cad Cam Cae	Cad/Cam	Hard skill
Cad Cam Software	Cad/Cam	Hard skill
Cadcam	Cad/Cam	Hard skill
Cam Cad	Cad/Cam	Hard skill
Cao Cfao	Cad/Cam	Hard skill
Cao Fao	Cad/Cam	Hard skill
Cerec Cad Cam	Cad/Cam	Hard skill
Cadance	Cadence Design Systems	Hard skill
Cadence Design System	Cadence Design Systems	Hard skill
Cao Cadence	Cadence Design Systems	Hard skill
Cadence Design Systems Tools	Cadence Design Systems	Hard skill
Cadence Encounter	Cadence Design Systems	Hard skill
Cadence Environment	Cadence Design Systems	Hard skill
Cadence Ic Package	Cadence Design Systems	Hard skill
Cadence Orcad	Cadence Design Systems	Hard skill
Cadence Skill	Cadence Design Systems	Hard skill
Cadence Tools Genus Xcelium Incisive Conformal	Cadence Design Systems	Hard skill
Cades	Not A Skill	Hard skill
Cadis	Not A Skill	Hard skill
Cadkey	Not A Skill	Hard skill
Cadmatic	Not A Skill	Hard skill
Cadnaa	Not A Skill	Hard skill
Cadrage	Not A Skill	Hard skill
Cadre V	Cadre V	Hard skill
Cadreur	Not A Skill	Hard skill
Cadsoft Eagle	Cadsoft Eagle	Hard skill
Cadstar	Cadstar	Hard skill
Cadvisor	Cad	Hard skill
Cadwork	Cad	Hard skill
Cadworks	Cad	Hard skill
Cadworx	Cad	Hard skill
Cadworx Industrial Plant Design	Not A Skill	Hard skill
Cae	Not A Skill	Hard skill
Cae Analysis	Not A Skill	Hard skill
Caed	Not A Skill	Hard skill
Caesar	Caesar Analysis	Hard skill
Caesar Analysis	Caesar Analysis	Hard skill
Caesar Ii	Caesar Analysis	Hard skill
Caesarean Section	Caesar Analysis	Hard skill
Caffe	Caffe	Hard skill
Caffe Caffe2	Caffe	Hard skill
Caffe Framework	Caffe	Hard skill
Caffe2	Caffe	Hard skill
Cafm	Caffe	Hard skill
Cain Abel	Cain And Abel	Hard skill
Cairngorm	Not A Skill	Hard skill
Cairngorm 3	Not A Skill	Hard skill
Caisse	Not A Skill	Hard skill
Cake Decoration	Cake Designing	Hard skill
Cake	Cake Designing	Hard skill
Cake Maker	Cake Designing	Hard skill
Cake Making	Cake Designing	Hard skill
Cakehr	Cakehr	Hard skill
Cackephp	Cakephp Programming Language	Hard skill
Cake Php	Cakephp Programming Language	Hard skill
Cake Php Framework	Cakephp Programming Language	Hard skill
Cakephp	Cakephp Programming Language	Hard skill
Cakephp 2	Cakephp Programming Language	Hard skill
Cakephp 2 X	Cakephp Programming Language	Hard skill
Cakephp 3	Cakephp Programming Language	Hard skill
Cakephp Framework	Cakephp Programming Language	Hard skill
Cakephp3	Cakephp Programming Language	Hard skill
Cakes	Cakephp Programming Language	Hard skill
Devlopeur Cakephp	Cakephp Programming Language	Hard skill
Cakewalk	Cakewalk Sonar	Hard skill
Cakewalk Sonar	Cakewalk Sonar	Hard skill
Cal3D	Not A Skill	Hard skill
Calabach Android Testing	Calabach Android Testing	Hard skill
Calabash	Calabach Android Testing	Hard skill
Calabash Android	Calabash Android	Hard skill
Calabash Ios	Calabash Ios	Hard skill
Calayer	Calayer	Hard skill
Calculation And Analysis In Sql And Spreadsheets	Sql	Hard skill
Calculix	Calculix	Hard skill
Complex Calendar Management	Calibration Software	Hard skill
Calibrations	Calibration Software	Hard skill
Calibration Handling Of Analytical Instruments	Calibration Software	Hard skill
Calibration Software	Calibration Software	Hard skill
Calibration Understanding	Not A Skill	Hard skill
Caliburn Micro	Not A Skill	Hard skill
California Environmental Quality Act Ceqa	Not A Skill	Hard skill
California Motorboat Certified	Not A Skill	Hard skill
California Native Fish Identification	Not A Skill	Hard skill
Agent Ransack	Not A Skill	Hard skill
Call Auditing	Call Auditing	Hard skill
Call Center	Auditing	Hard skill
Call Center Skills	Not A Skill	Hard skill
Call Center Agent	Not A Skill	Hard skill
Call Center Architecture	Not A Skill	Hard skill
Call Center Development	Not A Skill	Hard skill
Call Center Management	Not A Skill	Hard skill
Call Center Metrics	Not A Skill	Hard skill
Call Center Operations	Not A Skill	Hard skill
Call Center Technology	Not A Skill	Hard skill
Call Centre Management	Call Centre Management	Hard skill
Call Center Administration	Not A Skill	Hard skill
Calmly Solves Problems Under Pressure	Work Under Pressure	Soft skills
Calmness	Work Under Pressure	Soft skills
Calmness And Ability To Work Under Pressure	Work Under Pressure	Soft skills
Calmness Under Pressure	Work Under Pressure	Soft skills
Calms Framework	Calms Framework	Hard skill
Calpuff	Calpuff	Hard skill
Calsol	Calsol	Hard skill
Calypso	Calypso Software	Hard skill
Calypso Information System	Calypso Software	Hard skill
Calypso Mas	Calypso Software	Hard skill
Calypso Software	Calypso Software	Hard skill
Calypso V13	Calypso Software	Hard skill
Calypso Trading System	Calypso Software	Hard skill
Calyx Point	Not A Skill	Hard skill
Cam Follower	Cam Software	Hard skill
Cam Software	Cam Software	Hard skill
Cambam	Cambam	Hard skill
Camcad	Camcad	Hard skill
Cameleon	Cameleon	Hard skill
Cameo	Cameleon	Hard skill
Camera Api	Camera Api	Hard skill
Camera Assistant	Camera Assisting	Hard skill
Camera Assisting	Camera Assisting	Hard skill
Camera Director	Camera Directing	Hard skill
Camera Drone Operator	Camera Drone Operating	Hard skill
Camera Handling	Camera Handling	Hard skill
Camera Instalation	Camera Instalation	Hard skill
Camera Interface	Camera Interface	Hard skill
Camera Operating	Camera Operating	Hard skill
